Date	name	value
2003-12-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3511
2003-12-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3539
2003-12-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3573
2003-12-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3621
2003-12-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3635
2003-12-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3695
2003-12-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3706
2003-12-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3725
2003-12-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3725
2003-12-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3815
2003-12-19	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3815
2003-12-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3825
2003-12-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3835
2003-12-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3865
2003-12-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3865
2003-12-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3861
2003-12-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3851
2003-12-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3859
2003-12-31	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3859
2004-01-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3865
2004-01-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3863
2004-01-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3860
2004-01-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3860
2004-01-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3854
2004-01-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3851
2004-01-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3845
2004-01-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3843
2004-01-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3842
2004-01-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3842
2004-01-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3842
2004-01-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3861
2004-01-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3854
2004-02-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3858
2004-02-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3876
2004-02-04	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3878
2004-02-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3882
2004-02-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3913
2004-02-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3942
2004-02-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3953
2004-02-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3952
2004-02-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3970
2004-02-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4015
2004-02-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4032
2004-02-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4033
2004-02-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4039
2004-02-19	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4044
2004-02-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4044
2004-02-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4044
2004-02-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4044
2004-02-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4043
2004-02-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4050
2004-02-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4050
2004-03-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4110
2004-03-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4081
2004-03-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4074
2004-03-04	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4069
2004-03-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4062
2004-03-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4048
2004-03-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4041
2004-03-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4041
2004-03-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4036
2004-03-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4032
2004-03-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4032
2004-03-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4023
2004-03-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	4008
2004-03-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3990
2004-03-19	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3966
2004-03-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3961
2004-03-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3943
2004-03-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3938
2004-03-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3938
2004-03-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3935
2004-03-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3932
2004-03-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3932
2004-03-31	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3932
2004-04-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3932
2004-04-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3925
2004-04-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3886
2004-04-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3860
2004-04-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3848
2004-04-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3837
2004-04-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3802
2004-04-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3795
2004-04-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3778
2004-04-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3766
2004-04-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3743
2004-04-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3735
2004-04-19	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3702
2004-04-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3689
2004-04-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3629
2004-04-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3600
2004-04-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3473
2004-04-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3352
2004-04-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3311
2004-04-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3253
2004-05-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3076
2004-05-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3062
2004-05-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3010
2004-05-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2942
2004-05-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2915
2004-05-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2865
2004-05-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2808
2004-05-19	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2803
2004-05-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2798
2004-05-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2770
2004-05-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2745
2004-05-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2763
2004-05-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2788
2004-05-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2806
2004-05-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2830
2004-05-31	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2851
2004-06-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2851
2004-06-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2873
2004-06-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2905
2004-06-04	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2944
2004-06-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2952
2004-06-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2960
2004-06-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	2975
2004-06-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3029
2004-06-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3079
2004-06-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3079
2004-06-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3095
2004-06-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3104
2004-06-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3109
2004-06-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3132
2004-06-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3184
2004-06-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3189
2004-06-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3194
2004-06-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3196
2004-06-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3198
2004-06-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3193
2004-06-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3193
2004-06-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3189
2004-07-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3189
2004-07-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3193
2004-07-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3253
2004-07-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3258
2004-07-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3264
2004-07-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3286
2004-07-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3308
2004-07-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3328
2004-07-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3340
2004-07-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3368
2004-07-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3374
2004-07-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3389
2004-07-19	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3451
2004-07-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3466
2004-07-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3489
2004-07-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3500
2004-07-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3510
2004-07-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3528
2004-07-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3548
2004-07-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3568
2004-07-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3582
2004-07-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3595
2004-08-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3595
2004-08-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3591
2004-08-04	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3580
2004-08-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3575
2004-08-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3575
2004-08-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3567
2004-08-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3575
2004-08-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3564
2004-08-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3547
2004-08-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3531
2004-08-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3559
2004-08-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3538
2004-08-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3539
2004-08-19	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3539
2004-08-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3538
2004-08-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3528
2004-08-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3521
2004-08-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3521
2004-08-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3516
2004-08-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3519
2004-08-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3524
2004-09-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3516
2004-09-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3508
2004-09-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3508
2004-09-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3507
2004-09-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3509
2004-09-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3512
2004-09-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3512
2004-09-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3515
2004-09-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3513
2004-09-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3493
2004-09-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3493
2004-09-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3486
2004-09-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3471
2004-09-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3466
2004-09-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3456
2004-09-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3456
2004-09-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3444
2004-09-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3442
2004-09-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3425
2004-09-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3420
2004-09-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3423
2004-09-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3418
2004-10-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3421
2004-10-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3421
2004-10-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3418
2004-10-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3417
2004-10-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3413
2004-10-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3412
2004-10-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3416
2004-10-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3416
2004-10-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3422
2004-10-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3422
2004-10-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3424
2004-10-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3419
2004-10-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3424
2004-10-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3428
2004-11-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3432
2004-11-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3438
2004-11-04	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3440
2004-11-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3442
2004-11-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3444
2004-11-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3464
2004-11-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3466
2004-11-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3468
2004-11-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3473
2004-11-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3469
2004-11-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3473
2004-11-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3471
2004-11-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3462
2004-11-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3458
2004-11-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3453
2004-11-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3438
2004-11-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3432
2004-12-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3432
2004-12-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3445
2004-12-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3441
2004-12-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3433
2004-12-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3430
2004-12-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3423
2004-12-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3416
2004-12-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3416
2004-12-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3401
2004-12-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3402
2004-12-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3403
2004-12-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3403
2004-12-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3400
2004-12-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3405
2004-12-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3415
2004-12-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3414
2004-12-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3416
2004-12-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3416
2004-12-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3415
2004-12-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3409
2005-01-04	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3418
2005-01-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3426
2005-01-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3442
2005-01-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3445
2005-01-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3472
2005-01-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3490
2005-01-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3502
2005-01-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3518
2005-01-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3527
2005-01-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3536
2005-01-19	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3536
2005-01-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3548
2005-01-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3551
2005-01-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3551
2005-01-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3555
2005-01-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3558
2005-01-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3559
2005-01-31	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3555
2005-02-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3556
2005-02-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3551
2005-02-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3551
2005-02-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3551
2005-02-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3549
2005-02-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3553
2005-02-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3558
2005-02-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3557
2005-02-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3556
2005-03-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3556
2005-03-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3581
2005-03-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3591
2005-03-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3771
2005-03-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3832
2005-03-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3828
2005-03-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3833
2005-03-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3825
2005-03-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3818
2005-03-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3776
2005-03-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3768
2005-03-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3768
2005-03-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3768
2005-03-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3743
2005-03-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3750
2005-03-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3750
2005-03-31	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3752
2005-04-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3747
2005-04-04	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3722
2005-04-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3697
2005-04-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3675
2005-04-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3659
2005-04-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3625
2005-04-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3620
2005-04-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3596
2005-04-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3582
2005-04-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3570
2005-04-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3545
2005-04-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3515
2005-04-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3458
2005-04-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3442
2005-04-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3409
2005-04-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3431
2005-04-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3431
2005-04-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3470
2005-04-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3470
2005-05-10	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3456
2005-05-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3444
2005-05-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3438
2005-05-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3413
2005-05-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3372
2005-05-19	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3358
2005-05-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3347
2005-05-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3333
2005-05-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3327
2005-05-25	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3299
2005-05-26	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3294
2005-05-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3289
2005-05-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3245
2005-05-31	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3240
2005-06-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3226
2005-06-02	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3204
2005-06-03	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3187
2005-06-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3120
2005-06-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3100
2005-06-09	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3095
2005-06-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3080
2005-06-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3070
2005-06-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3067
2005-06-16	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3057
2005-06-17	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3051
2005-06-20	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3049
2005-06-21	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3046
2005-06-22	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3039
2005-06-23	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3042
2005-06-24	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3042
2005-06-27	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3042
2005-06-28	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3042
2005-06-29	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3048
2005-06-30	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3049
2005-07-01	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3051
2005-07-04	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3097
2005-07-05	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3155
2005-07-06	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3200
2005-07-07	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3216
2005-07-08	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3220
2005-07-11	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3220
2005-07-12	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3225
2005-07-13	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3229
2005-07-14	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3215
2005-07-15	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3225
2005-07-18	중국 철근 내수가 (전국평균 25mm) (RMB/톤)	3251
