date,분기고시가,weightA,priceUSA_TAIWAN,priceJP,priceCN,importPriceUSA,importPriceJP,stock,USD_KR,JPY_KR,quarter,scrap,scrap_gap
2017-07-28,645,254.0,270.0,256.0,226.2,282.0,295.0,915.0,1121.5,1008.54,2017.3,265.0,619.4814102564103
2017-07-21,645,253.0,263.0,254.0,226.2,282.0,285.0,961.0,1119.0,1000.9,2017.3,262.3,619.4814102564103
2017-07-14,645,257.0,258.0,242.0,226.2,282.0,265.0,941.0,1135.5,1002.29,2017.3,261.09999999999997,619.4814102564103
2017-07-07,645,261.0,253.0,242.0,226.2,282.0,265.0,913.0,1154.0,1013.97,2017.3,263.9,619.4814102564103
2017-06-30,635,261.0,249.0,242.0,221.1,280.0,260.0,939.0,1143.0,1021.8,2017.2,262.7,622.3314102564102
2017-06-23,635,250.0,250.0,239.0,221.1,280.0,264.0,977.0,1138.0,1022.65,2017.2,255.8,622.3314102564102
2017-06-16,635,240.0,248.0,230.0,221.1,280.0,260.0,1043.0,1133.5,1018.33,2017.2,248.0,622.3314102564102
2017-06-09,635,239.0,242.0,229.0,221.0,280.0,240.0,1096.0,1124.0,1017.75,2017.2,243.29999999999998,622.3314102564102
2017-06-02,635,239.0,238.0,229.0,221.0,280.0,240.0,1141.0,1123.0,1007.18,2017.2,243.29999999999998,622.3314102564102
2017-05-26,635,246.0,238.0,227.0,241.6,280.0,250.0,1125.0,1119.0,1007.2,2017.2,250.2,629.5730769230769
2017-05-19,635,250.0,238.0,229.0,241.6,280.0,240.0,1127.0,1123.0,1007.17,2017.2,251.0,629.5730769230769
2017-05-12,635,254.0,232.0,230.0,241.6,280.0,240.0,1132.0,1127.5,992.43,2017.2,253.79999999999998,629.5730769230769
