ds,stock,weightA,importPriceUSA,priceCN,분기고시가,priceJP,importPriceJP
2018-03-16,953.4072097643747,343.8601479976951,357.68055903800416,381.2029462535441,707.2210928857098,353.41916507463986,368.5975813259328
2018-03-23,953.3401436320984,342.76818934507287,352.95433108145573,381.4800916115536,712.2852720308398,352.73174542480075,361.64853758713014
2018-03-30,975.1208364819565,338.56243999529426,350.1453616364739,378.9173038265113,719.4246086400516,344.51724764730494,352.551773614836
2018-04-06,1008.0355089612971,336.20245578949863,350.0522239084931,378.05100110046646,727.2891879354155,338.3737163536785,347.3569742563561
2018-04-13,1036.7461001300087,333.67007046540135,350.29500001168566,375.5435988991041,731.7678390837368,332.4312816556118,339.55535442154724
2018-04-20,1053.272450813323,328.3001417356158,349.20084364058977,370.26381768381435,731.7530348325513,325.6118837667803,329.7698792243744
2018-04-27,1059.2130613348165,320.66407829594493,348.684984551201,364.4439849684343,729.122987037822,319.52032522138956,325.0866041931168
2018-05-04,1057.0311281390593,314.8494438174494,352.07387459719894,360.9240585443494,726.360139117328,316.6706105294891,329.24250912642964
2018-05-11,1043.4469249968095,314.6469139176981,359.76349804732666,359.3347062671879,724.4998353219261,317.5143709345193,336.4853916533614
2018-05-18,1014.9002798467301,321.12842747727456,368.39315228566505,364.88127771853266,723.9412414422951,324.2524877779862,344.6097130293666
2018-05-25,977.8898871717382,328.76116765085646,373.06729181228354,364.8878783141876,723.2869276704935,330.0021030017822,342.7440433186595
2018-06-01,948.5837207869756,333.26700468944784,372.3227467948569,359.880748081361,722.5653365038776,333.71991901232803,336.9735820608002
2018-06-08,938.9787216598327,333.7249888994463,368.3789337988582,354.69654214388316,722.0368297889518,335.8603639840279,335.69255472967325
2018-06-15,945.3869008754921,332.31620802294066,364.49596006483165,353.67893931794356,721.5478818917708,336.73967803033014,339.83908297122406
2018-06-22,954.2587382100127,331.2283803135278,362.34782653371207,356.2416129517311,720.603179650502,335.77192529248305,342.4394462138959
2018-06-29,959.1686455941006,330.35140655660723,361.6050719708388,357.77433496257174,719.0187214969776,332.40938662732196,337.49538758830744
2018-07-06,967.4413030169736,327.9871708608318,361.03513024548323,354.93321153721104,717.3129950595063,327.20578967603797,327.10957369218244
2018-07-13,986.5027134145325,330.3986722665965,360.41362702975914,348.8477628197399,713.0348792138135,328.33017620815093,328.7519726202708
2018-07-20,1006.1778521484765,331.5609244152376,358.4051209812862,344.65705774262983,710.4468820267252,329.3067220350185,335.47615502774124
2018-07-27,1001.1951327581415,333.84056053672265,355.78865613283864,344.6058769943255,709.8889466657802,329.97284156383716,344.0067366200541
2018-08-03,955.7699247215385,338.7788346935706,354.4491621609414,346.1268204595858,710.8793332859073,330.2826421252027,348.78945593004016
2018-08-10,884.5915152142268,345.9879231848411,355.7883978133201,344.96779606180576,711.8762598824924,331.1469691112703,349.7351196276515
2018-08-17,825.4284066023437,353.6912063074313,358.6247531369304,340.11905929109867,710.5512980813718,333.6558567394891,352.5463284960472
2018-08-24,808.6777170205386,359.96262801493833,359.3098570546321,334.84663452357256,704.9688423363534,337.54528048091584,361.37509208388104
2018-08-31,834.2954300995793,363.58224826734437,355.1147264574278,342.27415446926847,709.1531237027291,338.7000744055465,361.72199879431764
2018-09-07,877.8720864978832,364.3482314655942,347.7767325957993,352.96887245224497,711.0255381971508,338.4494517936066,359.9606487497968
2018-09-14,915.9339401508112,363.1220597864443,342.71349336574514,363.4168016205573,713.7417327595849,337.73829604520245,355.44540887543275
2018-09-21,942.5899101712224,361.4823512309264,343.7259704773585,370.39607649950005,719.219966598273,338.6955644907637,352.8748205605722
2018-10-05,983.7038145117689,360.84622618772704,351.6079523003607,379.2715133285249,734.7398011450888,347.2293096970183,361.894019709226
2018-10-12,998.4326634582541,360.36914854468455,349.1931242062977,386.91458706774006,741.3101655180642,352.5000935066734,366.6633999038236
2018-10-19,1006.2062620849907,357.9659919666907,344.7502318712318,396.1948221331345,746.8128961356958,359.10355057583075,369.5001969340672
2018-10-26,1011.5796400093112,344.8882393175328,338.41318094252455,392.20731593111407,746.5007673915809,344.7435424409738,353.00445755043233
2018-11-02,1018.9724939655716,333.07041295428286,337.3890324238515,386.56178028953144,746.3573861641128,334.9866031025525,341.937617382389
2018-11-09,1023.7093605154462,324.72804964281306,336.63022172294455,381.59847829223713,745.8102703566777,328.1772068529351,334.91485837282886
2018-11-16,1015.333115137462,320.1666994438814,331.2192115112622,379.82982857260754,744.559354039719,321.84701797808424,328.59699117160045
2018-11-23,991.3344402687562,317.8303962690244,323.06404406967056,381.3184447467574,743.2759331685364,314.60603493622995,321.55404697886024
2018-11-30,963.5671662958408,315.94615082358564,319.66883766230166,383.81580912606324,742.9004572449184,305.73820411818525,313.52387263854814
2018-12-07,946.6953572894771,314.0169613829316,325.916813359187,384.9193881007433,743.4774516146473,293.6577388585167,302.08659962120237
2018-12-14,940.7944661772399,312.8792103018409,338.15896893739415,383.70789368492046,744.1273650363222,276.0512672787053,282.7978785870033
2018-12-21,929.8319969593194,318.20876091675075,347.4288383921216,380.4397298480242,742.2988954842053,283.2486075002463,293.88662241565754
2018-12-28,900.3962729192473,325.8464232390879,348.15044080046397,376.446147310614,740.463037039579,286.09777241577325,297.1739293095501
2019-01-04,860.4930999912264,334.62347240802654,342.5961648081619,372.93762365330326,739.505936404596,287.15254276520625,296.73763276821506
2019-01-11,836.466529495168,341.89622497680233,336.62805573198847,371.032884792649,739.3032327179387,288.3176793725981,296.0270050645743
2019-01-18,849.9083587308027,344.2986912658728,332.403792667799,371.2217389622267,738.5853306589978,288.48266468667157,293.8316354528859
2019-01-25,898.2610035156999,339.4988267188909,326.725031537322,372.7975784588954,736.4280733560178,284.66651097847046,286.7783548813909
2019-02-01,957.7987943578613,328.31823413170287,316.41605431937165,374.1382489437608,733.5384257138492,275.854090126336,275.95956722571157
2019-02-08,1003.1858048394815,318.23260935145527,309.55095054747085,380.875213934452,731.6681425278747,275.0504249557196,274.09006558961545
2019-02-15,1022.8354583659584,312.31449030598355,306.18374975574295,385.61836840651523,731.1567714641507,277.22791779120587,283.86827590263795
2019-02-22,1018.7730528495782,314.1927614553902,310.3084013671111,388.6126757263486,730.5142422325184,285.84077098480964,304.8303368386279
2019-03-01,998.5404674990888,322.2366417330125,319.21647720827065,390.15354809363174,728.0674472993868,299.0377227019863,326.49629882396925
2019-03-08,971.410335511274,331.0915760948444,326.18297075251235,390.72054744733066,724.5532977868916,311.6514735120784,338.0163008639318
2019-03-15,949.5285965971432,336.3809941279676,327.1941790325583,391.8171795748344,723.4040745913561,320.2632500444864,338.7013751633104
2019-03-22,945.4373502594713,338.12295530179614,324.1995037441965,395.8455043191555,727.9146230218283,325.9148507947103,337.553634547285
2019-03-29,963.6512026661289,335.197802244411,319.7738521389284,394.05140782191955,730.7564158353953,318.3211397946068,327.971899032497
2019-04-05,995.5333199676373,334.1025943197474,317.9548287243634,394.6553522500931,735.0972219653357,312.7477880268866,323.14153911518974
2019-04-12,1025.700389361517,333.3770490125509,316.91531469990497,394.14543774435697,736.4821927846467,307.70494192942874,316.6617625063372
2019-04-19,1044.3579619636228,330.14396777071505,314.72223432899506,390.70095862948835,733.2132748685324,301.84818466696186,307.6159921058373
2019-04-26,1051.83709705355,324.1967391949037,312.54884126437616,386.11709281044864,726.8417045321632,296.2471118445412,302.06344295092447
2019-05-03,1051.1795901247976,319.1953154417801,313.4359090418565,383.61344298589376,719.9642865278503,293.30023376447696,304.7186982467202
2019-05-10,1040.104954355394,319.41526675387286,318.364797169646,383.6185906365048,713.9257124034207,293.9073031552071,311.75254624697925
2019-05-17,1014.1721645761427,325.4690926680782,324.5189072945291,389.90338988520375,715.943641991366,292.8349030671147,315.56230272674736
2019-05-24,977.7525495231458,333.60939495222084,327.70794975103865,390.7381611679327,717.941565112026,290.97929257830714,310.0388425098861
2019-05-31,945.9428882903426,339.1642335035712,326.0705988622005,385.6914072050222,719.8387173522461,287.1797624865825,299.73372627955365
2019-06-07,932.5722551954734,340.473457700152,321.1615550614853,379.3988767044398,721.9098783671125,281.8168672955453,292.58119151133855
2019-06-14,936.8893165794669,339.38117227408736,315.9001314340061,377.04160647621654,724.0980713168022,275.371004315615,290.7110984303232
2019-06-21,946.0118603444079,338.360355882667,312.0627222630621,379.0465708261013,725.9254106524625,267.5618442568771,288.75570816488425
2019-06-28,951.2486266432707,337.7558547240559,309.5985406859124,380.9115975333549,727.0987670097301,257.990457586136,280.98648786267256
2019-07-05,957.9195741798309,335.9514086768992,307.49633536219056,378.41050104535464,728.0115676041717,247.06337220015268,268.1569790656882
2019-07-12,974.5214817296481,332.350838324809,304.7430221783525,377.0148564645379,726.3281348702357,246.61091004699182,265.91807813129367
2019-07-19,995.0515587585047,327.24934301539,300.85638519116196,376.6406469803331,726.2527910673671,246.06227572046677,267.81011839022483
2019-07-26,995.7544339600739,322.9573429141908,296.3103742396451,380.65303893077083,728.2716691802716,245.3785594816253,272.03599731522746
2019-08-02,957.2935724335363,321.1602478839444,292.572387828936,387.2162124817379,732.0890273937615,244.43989291784607,273.9654497341893
2019-08-09,888.4716954542622,321.6825039986602,290.9828702469944,391.50255986584756,736.3318135904882,243.7970285999983,272.5749496994891
2019-08-16,824.5031487569646,322.9146215047044,290.979971234678,391.32848668080186,738.6699245784941,244.30769974867658,271.87098842221235
2019-08-23,799.052192038133,323.0344849967253,289.80274541712197,389.6477438369996,736.864588030467,245.99032672070152,275.678782019909
2019-08-30,817.5061599251362,320.60453219667664,284.5939142824065,387.1229886774129,733.6160227765731,240.99358514935588,269.03364369996086
2019-09-06,858.6459944460372,315.6861873033675,276.4290986275845,388.72473440340525,727.5609507108398,235.18100138546592,261.4021109916009
2019-09-13,897.316606021219,308.99704695536997,269.36463291946706,390.83781496751965,721.9592696574628,228.99284631845057,251.5670457280495
2019-09-20,924.4391503336168,301.8931538744277,266.89481548878393,389.6040013784029,719.0874428893572,223.84348225270608,242.5351292486033
2019-09-27,945.092022377624,295.5888932452282,268.1307101024697,385.1055896249493,718.7312146836833,220.48447898576876,237.0868477140412
2019-10-04,963.9867488834756,290.237188284241,268.5694665056791,380.82411171286435,718.9180713826757,218.26533379327518,234.14134184212372
2019-10-11,978.7312983298084,284.79689458342176,265.0352371941102,379.4655227614365,718.013725234853,216.25426944487745,230.51233696776694
2019-10-18,986.3005731510957,277.83719803635864,259.2761794474226,380.26221135407997,718.1834055932012,210.32594099527404,225.4075370458387
2019-10-25,990.395133474238,269.75616709072017,255.87184228992854,380.3875475811238,718.1225835622264,206.38657041864874,221.12592002411145
2019-11-01,996.1827223488561,262.19711179262043,256.71874769814764,378.72670592430984,718.2548378115558,205.4448194132277,220.35374850702092
2019-11-08,1000.8859131082476,257.0649751284516,258.678332565999,377.164295222801,718.1114593537505,206.99004227335652,223.09171645004628
2019-11-15,994.4278729369547,254.9760143098694,257.47508713704497,378.42127183964595,717.2734952465322,209.68293815691618,227.49772752569126
2019-11-22,972.103254569666,254.94671473641122,253.4122950638319,383.1641319865329,716.2320827782695,212.62833791737648,232.5448064235141
2019-11-29,943.366414392644,255.51453077200708,251.93210463065856,389.49618420301283,715.9395327593688,215.4551068354052,238.3069543917326
2019-12-06,923.4011900635604,256.0633503423224,257.8696773634042,394.8585981477828,716.6409428798748,217.27013199530433,243.58529464864736
2019-12-13,915.5479335088228,257.71967287297593,269.76312380009733,394.51253260528676,708.0865702754513,226.61983612805452,259.5263783230797
2019-12-20,906.0716128440017,260.8733701260073,280.7971736978266,392.14472145359986,699.1075965080787,232.19394891104403,268.76645513567325
2019-12-27,879.8207960604052,265.92530442076816,285.4255822020617,388.8131508178123,690.0167225795498,233.93425637275524,270.47974179115624
2020-01-03,840.3665958336327,272.1287421974425,284.24966658138845,385.75426575763134,681.674271264904,233.78753445880392,268.09235778480723
2020-01-10,811.3982879275277,277.5096596437468,281.93656841902606,384.17222825343856,674.1684972605225,233.61345131264628,265.2721680538015
2020-01-17,816.3960062462372,279.3685032621349,281.13626126367524,384.7548285731355,666.4430473549031,232.97842066854392,261.71614610530867
2020-01-24,857.4210287154724,275.5750030892443,279.76917080471526,387.0157758273871,657.5074876497475,229.56175784840144,254.38977581424095
2020-01-31,913.9444154612154,266.2949092951282,274.63394988453314,392.1550685364964,656.7985907006163,219.26880767148387,238.07839747657923
2020-02-07,960.3285914959905,254.81735492823748,266.5602390836284,395.84118253256963,656.6313326690773,207.23040958256456,224.46496884910098
2020-02-14,982.68350889428,246.0545760751292,260.59081767583143,397.4184090926892,657.7369021305836,197.59791485486826,220.18943354609016
2020-02-21,981.238288777256,243.3049679318539,260.7962930198607,397.1187520714685,659.042568818843,192.89082040708882,225.20749495335346
2020-02-28,962.8484032359867,245.83239076075705,265.77537449280476,395.3086918449731,658.8765592385051,191.84385107964778,231.77374700897516
2020-03-06,936.1296904793082,249.65896739940513,270.02906650241613,392.4189306920534,657.3968509748269,190.9128974744184,231.62111987519728
2020-03-13,912.2263406935858,251.0679044397372,269.5216776000696,389.7507193182374,657.3997660561437,187.68789235197207,223.65211487837215
2020-03-20,903.5555727722003,250.9162714974569,265.1650671646786,379.0117818090384,656.0398839307754,184.18361192901557,214.28579871733572
2020-03-27,916.3539474681897,250.07084584495922,260.746706744159,372.2269751771067,659.9253764078048,180.7618304490013,208.70631037460748
2020-04-03,944.4297896569386,250.492658452964,258.44164066595465,368.0812948463209,665.9927908219598,178.46945382206147,206.73281204667737
2020-04-10,973.3419295332692,251.56029809204148,257.15326639718853,363.3081627458555,670.0367038142354,176.6649524042638,204.31599641907002
2020-04-17,992.1343018828863,251.05923647280088,255.06140582959668,355.77156474197,669.9155800731114,174.42815800800528,199.9228509352571
2020-04-24,999.7028272730448,248.26984096016253,252.6306892887782,346.63862168793054,666.5804256671198,172.10922684370638,196.92396166822815
2020-05-01,999.2618707510258,245.53132162819784,252.26594508587246,338.8654135750455,662.4015416645224,171.08567688673074,199.07968333491658
2020-05-08,989.7145744731405,246.33506239959027,255.2388040546562,333.3971811229963,658.8995193946037,172.16318599759734,205.04268998870947
2020-05-15,966.634237153739,252.54604266591465,263.1600359673054,343.2322675098633,659.9555138067275,180.52597056211278,217.5922868768499
2020-05-22,932.0648932059437,261.1820499228755,269.3204399752194,348.88835043879465,661.0691471824001,188.96623085375398,224.01700003352892
2020-05-29,899.0075949719011,268.46118988037176,271.6096110111686,348.95428077131874,662.0585432050976,196.4499350489071,225.79613761368847
2020-06-05,881.8859785544024,272.45769403129606,270.76404414366795,346.83419399391005,663.1671711909116,202.93861028429413,228.65769954257243
2020-06-12,882.7723927002166,274.1866869803929,269.13589458706167,347.5694466019342,664.4267181195403,208.68929741140903,235.68936498922758
2020-06-19,890.5557331141486,275.7201426988428,268.499867705503,352.63923704163255,665.4375063387125,213.45670760895888,243.72064807120543
2020-06-26,895.1866865800824,277.71778871702776,269.0956130937549,358.50912233374424,665.8545499197447,216.7018654528182,247.3357246967415
2020-07-03,899.4979603682513,278.9856822112431,272.3323284144406,362.61890276379444,661.4893808392729,216.2702921564222,247.22435046224757
2020-07-10,912.625639118772,278.3256312264398,275.0840519467022,362.6549399127609,657.5641267802534,215.06579856024868,246.02468763099264
2020-07-17,931.971897384436,276.1197271849383,276.7672037700286,362.75409590332396,654.9541140196046,213.7556205845752,248.2559729886267
2020-07-24,937.1425702197487,274.1976584968636,277.58553866008384,366.8101609290082,654.1776561804664,212.39802545178222,253.27700972752788
2020-07-31,907.300725291694,274.21645852726095,278.7646590112549,373.99637114620083,655.0973528293234,210.83896706055683,256.7989459706656
2020-08-07,845.2847494720842,276.3637605626821,281.7781541170406,379.78009621786146,656.6513551064356,209.43825110276597,256.92381024038576
2020-08-14,781.1894275814387,279.4402789933076,286.6022254104854,381.2240299191998,656.8692719014167,208.94909163731478,256.78821593014703
2020-08-21,749.0761534314832,286.45073087466,291.4029036608857,380.1250219001358,663.7408650825553,214.01871014105998,255.52558574762392
2020-08-28,759.7152778014341,291.60937374527384,292.6931020772191,381.38351207010186,666.3107535915502,219.26924543835918,257.9528506347028
2020-09-04,796.1697537319645,294.4188348944612,290.3065017354489,386.88522511744895,665.8248536469697,223.6537301151974,260.11391790542604
2020-09-11,833.6867449265752,295.246411584201,287.9381336096288,393.73389387734056,665.1407495945505,227.2355040303292,259.86067431338773
2020-09-18,860.6117224162575,295.210313980356,289.8904904605784,397.6850619280993,666.6805138522453,231.32650241003276,259.56165876681746
2020-09-25,880.2580338790312,295.57050783773843,296.42876998549184,397.87665906534585,670.720271812453,237.06531075781274,262.7600866766372
2020-10-02,897.9638280038972,296.7608267170454,303.13370117054876,397.4530820260073,675.6212801003935,244.19028515913857,269.4601709231062
2020-10-09,912.4883292152354,297.9352746304005,305.64337510408836,399.72080460820433,679.6625067945523,251.69907672077778,276.33417005083703
2020-10-16,920.5845421112859,298.1079310922292,304.70806168396035,401.6069317612616,680.955083066643,248.3336245132841,275.3684406733334
2020-10-23,924.4654459773986,296.6469897538361,305.45824693932207,403.2764429291517,681.8675251324578,247.0398608554756,274.82203692633317
2020-10-30,929.4067007663039,295.04703971512157,311.29925020862163,403.00705166389673,682.95607706277,249.3986368689366,278.4385267582991
2020-11-06,934.508583592616,295.59313575830544,319.59224516548176,402.30226712659106,683.8865100918518,255.3106985484034,287.17594717837767
2020-11-13,930.9017917596151,299.5304940590721,324.751425995791,404.1684658052324,684.1650510313877,263.3594187019051,299.12380700987126
2020-11-20,912.346855426729,306.206886004502,325.61663381411637,409.87422333498523,684.0947090957122,272.37562895031346,312.77905821637256
2020-11-27,885.3971422889855,313.9846615533981,328.2384300771369,417.8026688466652,684.588272041526,281.92581716783366,328.3241594563422
2020-12-04,864.486486226243,321.21959909452005,339.55903618866495,426.52252892157475,687.5654675989064,304.5157531021561,358.0833418614523
2020-12-11,855.6345983101264,329.0484231389012,360.20069195746436,432.94614829519963,690.9263990651002,325.6101602698402,385.6517145210537
2020-12-18,848.2711148761651,338.7547964468165,382.03812376004936,437.05046791480044,693.8771088876275,342.08264821228124,404.28207539471646
2020-12-25,826.9049380780804,351.1771923324319,396.36881520416154,439.84061429497956,696.5171791736403,352.88948176784896,411.283909525127
2021-01-01,790.9598989499166,365.75065640171164,402.0332265639503,442.65885199245116,699.710574207425,360.25604865146613,410.79191679056174
2021-01-08,760.1689116729503,380.14556085746085,404.87573224626215,446.9394822831733,703.8018002690071,367.229353975377,408.8579134398584
2021-01-15,758.2372279171951,390.64653714686926,409.7034602085845,453.73138210019016,707.880044949213,373.8564797238091,406.2536376773781
2021-01-22,791.3946784767213,393.6779295169029,414.624274696763,462.8454669094793,710.7318983661547,376.59680164756304,398.4378820858956
2021-01-29,843.3550887846584,388.33891166834724,414.48015157886147,472.62810102779315,712.4186819641075,372.40606428830023,383.83682261107737
2021-02-05,889.6187467201661,378.26030350953425,408.88358845708956,481.01974362522776,714.3896600912611,363.34677872437175,370.2566168614802
2021-02-10,941.0184826148062,372.02807091215715,405.2096992089474,485.506469050791,716.6444844966669,357.63912625392044,368.09766491128175
2021-02-19,916.8244283582084,370.88317188311856,409.29412634432737,490.47555916001903,721.6048570168723,356.9796900607339,386.1264048084566
2021-02-26,901.8604875836267,380.04513215140577,422.6269508570337,492.063778484266,724.111067035017,365.2128036159442,408.7162361014419
2021-03-05,877.5714388682014,392.69341105151284,436.75205109460006,492.12372905965293,724.8920549597748,375.0199056557637,421.92778404902054
2021-03-12,853.8521730791367,402.5130951430638,443.9801465415125,491.99984267509546,726.590790615315,380.824577468004,420.052444234599
2021-03-19,842.445615321971,407.4434258807855,444.0199968328144,494.47956543337114,733.0435067029173,382.18854795840116,411.6397987708494
2021-03-26,850.7977657022593,410.45797995079937,442.67788267417586,502.0867866010263,745.7002081756511,382.76371550708757,408.61068811737067
2021-04-02,875.2436282628382,415.22664170344893,444.57318905661805,514.2694288155938,761.8914980084805,385.40062083651463,413.28430427280233
2021-04-09,902.9529952873203,421.5899697113419,448.7941342879259,527.0390619517447,776.8047936007138,389.3658835995547,418.42525757332714
2021-04-16,922.3960758905174,425.97241698171837,451.9678768526621,536.5793461219947,787.2455633195535,392.4708985228469,419.12910098201274
2021-04-23,930.9979078489647,426.26901693045573,453.9833002410965,543.3896294806327,793.5900657898064,394.8521539146003,420.7884355833238
2021-04-30,931.7311295733308,425.53001563118096,458.88605632397395,551.8411101075229,798.4549088188041,399.50003872208237,432.6043570267425
2021-05-07,924.5752345892134,429.9224016664693,469.9417805740881,564.7426149344301,803.9586173641432,408.9867707580879,454.68478407814393
2021-05-14,905.3924735338514,442.8127171418084,485.0563450744866,578.801534130153,810.3904644503012,422.5000040908872,475.41441544799545
2021-05-21,874.3739986826452,461.2447206652318,498.04502005251794,586.8491886842941,817.0310124031704,436.6266743223256,483.373090369867
2021-05-28,842.105582941969,478.56790108559943,504.18480087564666,585.3006932468425,823.521910559836,448.6094740301121,479.85139889441166
2021-06-04,822.842222010987,490.36635945010374,503.91690196000275,578.7023086102763,830.1234460324231,458.10036330054186,476.7700708984591
2021-06-11,821.1201582220035,497.5322030966781,501.3755598417008,575.673541125793,836.9739985394453,465.8238408900769,482.388557529652
2021-06-18,828.0713000841776,503.78713562340124,500.2807660757065,580.1048287803985,843.6427142833066,471.5384677803468,491.95566700534084
2021-06-25,833.010358484994,510.9911353514553,501.57981108169616,587.2738865942499,849.6104221477889,474.11636834016605,494.20998306431784
2021-07-02,836.328541023966,517.4544109394906,504.05339575616637,589.3919143929218,855.0181219800612,473.313061354446,485.26656314608334
2021-07-09,846.6679148205683,520.5825237237142,505.9402432032598,584.4456307356204,860.7970911081634,470.50293859229595,472.9120342573173
2021-07-16,864.5722885580496,520.3877442638449,506.0141478713481,578.3447273221431,868.1519875621163,467.30248487851,466.7754516688941
2021-07-23,873.3993503145549,519.9648436671025,504.3659736091126,578.0191837017023,877.9573034982801,464.0736565928134,467.2193777999146
2021-07-30,852.0072517386021,522.7737351151669,502.9438961536232,583.5059204141679,890.3085290939143,460.42906884498046,466.52114521254373
2021-08-06,798.0637664353035,529.8135720525573,504.5141784020352,588.1206817814071,904.0875046352902,456.89736542796845,459.87805915529253
2021-08-13,736.0785736097168,539.2131295401861,509.6720475896435,586.3330403883164,916.7800255143896,455.094491834529,451.74167538883523
2021-08-20,699.2375448140589,547.8815496970661,514.7865124120432,580.0961752460881,925.2811807732915,455.79888814097654,449.8112112794618
