feature_names,coefficient
weightA,0.7849216597672399
importPriceUSA,0.6850247702497557
priceCN,0.6805190079416996
importPriceJP,0.39177780483335045
forecast,0.14265363559177044
JPY_KR,0.10125642634023663
USD_KR,-0.5811000534443158
priceUSA_TAIWAN,-0.6599651302653983
priceJP,-1.3757422255673761
