feature_names,coefficient
weightA,0.821438075795333
priceCN,0.631562745261157
priceJP,0.20859953606062254
USD_KR,0.15973630910669215
forecast,0.0413974615342551
priceUSA_TAIWAN,0.030142948664991707
importPriceUSA,-0.202707615160348
JPY_KR,-0.3376755024697329
importPriceJP,-0.5913981867163736
